,Link to PDF,Dates of Breach,Name of Entity,State Reported
1923,https://www.doj.nh.gov/consumer/security-breaches/documents/revolution-parts-20190126.pdf,"January 26, 2019","RevolutionParts, Inc.,  ",New Hampshire
1924,https://www.doj.nh.gov/consumer/security-breaches/documents/revup-20180621.pdf,"June 21, 2018","RevUp Group, LLC dba RevUp Sports, ",New Hampshire
1925,https://www.doj.nh.gov/consumer/security-breaches/documents/rfid-20090825.pdf,"August 25, 2009","RFID, Inc., ",New Hampshire
1926,https://www.doj.nh.gov/consumer/security-breaches/documents/richards-group-20190225.pdf,"February 25, 2019","Richards Group, The, ",New Hampshire
1927,https://www.doj.nh.gov/consumer/security-breaches/documents/richardson-20160129.pdf,"January 29, 2016","Richardson & Company, P.C., ",New Hampshire
1928,https://www.doj.nh.gov/consumer/security-breaches/documents/ricoh-usa-20170518.pdf,"May 18, 2017","Ricoh USA, Inc., ",New Hampshire
1929,https://www.doj.nh.gov/consumer/security-breaches/documents/rise-wisconsin-20180614.pdf,"June 07, 2018","RISE Wisconsin, Inc., ",New Hampshire
1930,https://www.doj.nh.gov/consumer/security-breaches/documents/rite-aid-20150605.pdf,"June 05, 2015","Rite Aid, ",New Hampshire
1931,https://www.doj.nh.gov/consumer/security-breaches/documents/rite-aid-online-20170517.pdf,"May 17, 2017","Rite Aid Online Store, Inc., ",New Hampshire
1932,https://www.doj.nh.gov/consumer/security-breaches/documents/rjd-20170607.pdf,"June 07, 2017","RJD, LLC dba Guardian Technologies, LLC, ",New Hampshire
1933,https://www.doj.nh.gov/consumer/security-breaches/documents/rk-internet-rural-king-20140402.pdf,"April 02,  2014","RK Internet, LLC (Rural King), ",New Hampshire
1934,https://www.doj.nh.gov/consumer/security-breaches/documents/roadrunner-transportation-20181109.pdf,"November 09, 2018","Roadrunner Transportation Systems, Inc., ",New Hampshire
1935,https://www.doj.nh.gov/consumer/security-breaches/documents/roadrunner-transportation-20181015.pdf,"October 15, 2018","Roadrunner Transportation Systems, Inc., ",New Hampshire
1936,https://www.doj.nh.gov/consumer/security-breaches/documents/roadrunner-transportation-20180914.pdf,"September 14, 2018","Roadrunner Transportation Systems, Inc., ",New Hampshire
1937,https://www.doj.nh.gov/consumer/security-breaches/documents/roadrunner-transportation-20180713.pdf,"July 13, 2018","Roadrunner Transportation Systems, Inc., ",New Hampshire
1938,https://www.doj.nh.gov/consumer/security-breaches/documents/roadsafe-traffic-20081126.pdf,"November 26, 2008","RoadSafe Traffic Systems, ",New Hampshire
1939,https://www.doj.nh.gov/consumer/security-breaches/documents/robert-graham-20181213.pdf,"December 13, 2018","Robert Graham Designs, LLC,   ",New Hampshire
1940,https://www.doj.nh.gov/consumer/security-breaches/documents/robert-rauschenberg-20160225.pdf,"February 25, 2016","Robert Rauschenberg Foundation, ",New Hampshire
1941,https://www.doj.nh.gov/consumer/security-breaches/documents/roberts-hawaii-20170224.pdf,"February 24, 2017","Roberts Hawaii, ",New Hampshire
1942,https://www.doj.nh.gov/consumer/security-breaches/documents/robotic-industries-20071220.pdf,"December 20, 2007","Robotic Industries, ",New Hampshire
1943,https://www.doj.nh.gov/consumer/security-breaches/documents/new-york-state-electric-20120214.pdf,"February 14, 2012","Rochester Gas and Electric (RG&E), ",New Hampshire
1944,https://www.doj.nh.gov/consumer/security-breaches/documents/new-york-state-electric-20120123.pdf,"January 23, 2012","Rochester Gas and Electric (RG&E), ",New Hampshire
1945,https://www.doj.nh.gov/consumer/security-breaches/documents/rogin-nassau-20180118.pdf,"January 18, 2018","Rogin Nassau LLC, ",New Hampshire
1946,https://www.doj.nh.gov/consumer/security-breaches/documents/rollins-20130327.pdf,"March 27, 2013","Rollins, Inc., ",New Hampshire
1947,https://www.doj.nh.gov/consumer/security-breaches/documents/rombauer-vineyards-20150611.pdf,"June 11, 2015","Rombauer Vineyards, ",New Hampshire
1948,https://www.doj.nh.gov/consumer/security-breaches/documents/rosenberg-manente-20181205.pdf,"December 04, 2018","Rosenberg & Manente, PLLC (Rosenberg & Manente), ",New Hampshire
1949,https://www.doj.nh.gov/consumer/security-breaches/documents/rosen-hotels-20160304.pdf,"March 04, 2016","Rosen Hotels & Resorts Inc., ",New Hampshire
1950,https://www.doj.nh.gov/consumer/security-breaches/documents/rosenthal-collins-20121224.pdf,"December 24, 2012","Rosenthal Collins Group, ",New Hampshire
1951,https://www.doj.nh.gov/consumer/security-breaches/documents/rosewood-hotel-group-20180119.pdf,"January 19, 2018","Rosewood Hotel Group, ",New Hampshire
1952,https://www.doj.nh.gov/consumer/security-breaches/documents/rosewood-inn-anasazi-20130530.pdf,"May 30, 2013","Rosewood Inn of the Anasazi, ",New Hampshire
1953,https://www.doj.nh.gov/consumer/security-breaches/documents/rotech-healthcare-20131024.pdf,"October 24, 2013","Rotech Healthcare Inc., ",New Hampshire
1954,https://www.doj.nh.gov/consumer/security-breaches/documents/morris-rothenberg-20161103.pdf,"November 03, 2016","Rothco, ",New Hampshire
1955,https://www.doj.nh.gov/consumer/security-breaches/documents/roundpoint-mortgage-servicing-20150609.pdf,"June 09, 2015","RoundPoint Mortgage Servicing Corporation, ",New Hampshire
1956,https://www.doj.nh.gov/consumer/security-breaches/documents/rowan-companies-20140530.pdf,"May 30, 2014","Rowan Companies, Inc., ",New Hampshire
1957,https://www.doj.nh.gov/consumer/security-breaches/documents/roxy-trading-20170228.pdf,"February 28, 2017","Roxy Trading, Inc., ",New Hampshire
1958,https://www.doj.nh.gov/consumer/security-breaches/documents/royal-caribbean-20181205.pdf,"December 05, 2018","Royal Caribbean Cruises Ltd., ",New Hampshire
1959,https://www.doj.nh.gov/consumer/security-breaches/documents/roy-bentas-20170224.pdf,"February 24, 2017","Roy & Bentas CPAs, PC, ",New Hampshire
1960,https://www.doj.nh.gov/consumer/security-breaches/documents/rr-bowker-20181121.pdf,"November 21, 2018","R.R. Bowker LLC,   ",New Hampshire
1961,https://www.doj.nh.gov/consumer/security-breaches/documents/rr-donnelley-united-healthcare-20130128.pdf,"January 28, 2013","RR Donnelley - United Healthcare, ",New Hampshire
1962,https://www.doj.nh.gov/consumer/security-breaches/documents/rt-jones-capital-equities-20130930.pdf,"September 30, 2013","R.T. Jones Capital Equities Management, Inc., ",New Hampshire
1963,https://www.doj.nh.gov/consumer/security-breaches/documents/ruby-tuesday-20130723.pdf,"July 23, 2013","Ruby Tuesday, Inc., ",New Hampshire
1964,https://www.doj.nh.gov/consumer/security-breaches/documents/rugdoctor-20160510.pdf,"May 10, 2016","RugDoctor, LLC, ",New Hampshire
1965,https://www.doj.nh.gov/consumer/security-breaches/documents/russell-investments-20170307.pdf,"March 07, 2017","Russell Investments, ",New Hampshire
1966,https://www.doj.nh.gov/consumer/security-breaches/documents/rx-valet-20180504.pdf,"May 04, 2018","Rx Valet LLC, ",New Hampshire
1967,https://www.doj.nh.gov/consumer/security-breaches/documents/ryder-20110412.pdf,"April 12, 2011","Ryder, ",New Hampshire
1968,https://www.doj.nh.gov/consumer/security-breaches/documents/ryman-hospitality-20160401.pdf,"April 01, 2016","Ryman Hospitality Properties, Inc., ",New Hampshire
1969,https://www.doj.nh.gov/consumer/security-breaches/documents/s-d-coffee-20110211.pdf,"March 07, 2011","S & D Coffee, ",New Hampshire
1970,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-club-quarters-20170712.pdf,"July 12, 2017","Sabre Corporation (Club Quaraters), ",New Hampshire
1971,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-21cmuseum-20170630.pdf,"June 30, 2017","Sabre Hospitality (21C Museum), ",New Hampshire
1972,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-aimbridge-20170824.pdf,"August 24, 2017","Sabre Hospitality (Aimbridge), ",New Hampshire
1973,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-bicycle-20170828.pdf,"August 28, 2017","Sabre Hospitality (Bicycle Hotel), ",New Hampshire
1974,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-bryan-20170731.pdf,"July 31, 2017","Sabre Hospitality (Bryan Cave), ",New Hampshire
1975,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-domain-20170828.pdf,"August 28, 2017","Sabre Hospitality (Domain), ",New Hampshire
1976,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-evans-20170901.pdf,"September 01, 2017","Sabre Hospitality (Evans), ",New Hampshire
1977,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-four-seasons-20170706.pdf,"July 06, 2017","Sabre Hospitality (Four Seasons), ",New Hampshire
1978,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-gallivant-20170828.pdf,"August 28, 2017","Sabre Hospitality (Gallivant), ",New Hampshire
1979,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-halekulani-20170706.pdf,"July 06, 2017","Sabre Hospitality (Halekulani), ",New Hampshire
1980,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-hard-rock-20170707.pdf,"July 07, 2017","Sabre Hospitality (Hard Rock), ",New Hampshire
1981,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-hartz-20170724.pdf,"July 24, 2017","Sabre Hospitality (Hartz), ",New Hampshire
1982,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-kimpton-20170728.pdf,"July 28, 2017","Sabre Hospitality (Kimpton), ",New Hampshire
1983,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-lauberge-20170831.pdf,"August 31, 2017","Sabre Hospitality (L'Auberge), ",New Hampshire
1984,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-loews-20170705.pdf,"July 05, 2017","Sabre Hospitality (Loews), ",New Hampshire
1985,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-nathan-hale-20170828.pdf,"August 28, 2017","Sabre Hospitality (Nathan Hale), ",New Hampshire
1986,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-new-world-20170707.pdf,"July 07, 2017","Sabre Hospitality (New World dba Rosewood), ",New Hampshire
1987,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-noble-20170728.pdf,"July 28, 2017","Sabre Hospitality (Noble), ",New Hampshire
1988,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-outrigger-20170721.pdf,"July 21, 2017","abre Hospitality (Outrigger), ",New Hampshire
1989,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-preferred-2170630.pdf,"June 30, 2017","Sabre Hospitality (Preferred Hotel Group), ",New Hampshire
1990,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-red-roof-20170829.pdf,"August 29, 2017","Sabre Hospitality (Red Roof), ",New Hampshire
1991,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-roosevelt-20170828.pdf,"August 28, 2017","Sabre Hospitality (Roosevelt), ",New Hampshire
1992,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-salt-20170728.pdf,"July 28, 2017","Sabre Hospitality (Salt), ",New Hampshire
1993,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-seagate-20170707.pdf,"July 07, 2017","Sabre Hospitality (Seagate), ",New Hampshire
1994,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-sixty-20170905.pdf,"September 05, 2017","Sabre Hospitality (Sixty), ",New Hampshire
1995,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-stout-20170728.pdf,"July 28, 2017","Sabre Hospitality (Stout Street), ",New Hampshire
1996,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-two-roads-20170714.pdf,"July 14, 2017","Sabre Hospitality (Two Roads), ",New Hampshire
1997,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-verizon-20170720.pdf,"July 20, 2017","Sabre Hospitality (Verizon), ",New Hampshire
1998,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-virgin-20170721.pdf,"July 21, 2017","Sabre Hospitality (Virgin), ",New Hampshire
1999,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-hospitality-westgate-20170728.pdf,"July 28, 2017","Sabre Hospitality (Westgate), ",New Hampshire
2000,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-synxis-denihan-20170816.pdf,"August 16, 2017","Sabre/SynXis (Denihan), ",New Hampshire
2001,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-synxis-1hotel-20170817.pdf,"August 17, 2017","Sabre/SynXis (1Hotel), ",New Hampshire
2002,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-synxis-pacificia-20170811.pdf,"August 11, 2017","Sabre/SynXis (Pacifica), ",New Hampshire
2003,https://www.doj.nh.gov/consumer/security-breaches/documents/sabre-synxis-woodside-20170725.pdf,"July 25, 2017","Sabra/SynXis (Woodside), ",New Hampshire
2004,https://www.doj.nh.gov/consumer/security-breaches/documents/sadd-velazquez-higashi-shammaa-20170615.pdf,"June 15, 2017","Sadd Velazquez Higashi Shammaa LLP, ",New Hampshire
2005,https://www.doj.nh.gov/consumer/security-breaches/documents/saddle-ridge-20170807.pdf,"August 07, 2017","Saddle Ridge Partners, LLC dba Wizard Labs, ",New Hampshire
2006,https://www.doj.nh.gov/consumer/security-breaches/documents/safari-20170104.pdf,"January 04, 2017","Safari, ",New Hampshire
2007,https://www.doj.nh.gov/consumer/security-breaches/documents/safe-home-products-20161228.pdf,"December 28, 2016","Safe for Home Products, ",New Hampshire
2008,https://www.doj.nh.gov/consumer/security-breaches/documents/safetyfirst-20140612.pdf,"June 12, 2014","SafetyFirst, ",New Hampshire
2009,https://www.doj.nh.gov/consumer/security-breaches/documents/sage-bank-20160415.pdf,"April 15, 2016","Sage Bank, ",New Hampshire
2010,https://www.doj.nh.gov/consumer/security-breaches/documents/saginaw-valley-20180124.pdf,"January 24, 2018","Saginaw Valley State University, ",New Hampshire
2011,https://www.doj.nh.gov/consumer/security-breaches/documents/saic-20081209.pdf,"December 09, 2008","SAIC, ",New Hampshire
2012,https://www.doj.nh.gov/consumer/security-breaches/documents/saic-20080118.pdf,"January 18, 2008","SAIC, ",New Hampshire
2013,https://www.doj.nh.gov/consumer/security-breaches/documents/sailboat-owners-20120320.pdf,"March 20, 2012","Sailboat Owners, Inc., ",New Hampshire
2014,https://www.doj.nh.gov/consumer/security-breaches/documents/saint-gobain-20170413.pdf,"April 13, 2017","Saint-Gobain Corporation, ",New Hampshire
2015,https://www.doj.nh.gov/consumer/security-breaches/documents/saks-20080516.pdf,"April 30, 2008","Saks Fifth Avenue, ",New Hampshire
2016,https://www.doj.nh.gov/consumer/security-breaches/documents/saks-20080430.pdf,"May 16, 2008","Saks Fifth Avenue, ",New Hampshire
2017,https://www.doj.nh.gov/consumer/security-breaches/documents/salem-cooperative-bank-20101228.pdf,"December 28, 2010","Salem Co-operative Bank, ",New Hampshire
2018,https://www.doj.nh.gov/consumer/security-breaches/documents/sales-force-a-20080207.pdf,"February 07, 2008","Sales Force, Part 1, ",New Hampshire
2019,https://www.doj.nh.gov/consumer/security-breaches/documents/sales-force-b-20080207.pdf,"February 07, 2008","Sales Force, Part 2, ",New Hampshire
2020,https://www.doj.nh.gov/consumer/security-breaches/documents/salientcrgt-20150315.pdf,"March 15, 2016","SalientCRGT, ",New Hampshire
2021,https://www.doj.nh.gov/consumer/security-breaches/documents/salina-20170816.pdf,"August 16, 2017","Salina Family Healthcare Center, ",New Hampshire
2022,https://www.doj.nh.gov/consumer/security-breaches/documents/saline-picture-20190130.pdf,"January 30, 2019","Saline Picture Frame Company,  ",New Hampshire
2023,https://www.doj.nh.gov/consumer/security-breaches/documents/salliemae-20170301.pdf,"March 01, 2017","SallieMae, ",New Hampshire
2024,https://www.doj.nh.gov/consumer/security-breaches/documents/salliemae-20161111.pdf,"November 11, 2016","SallieMae, ",New Hampshire
2025,https://www.doj.nh.gov/consumer/security-breaches/documents/salt-lake-city-20151009.pdf,"October 09, 2015","Salt Lake City, Utah, ",New Hampshire
2026,https://www.doj.nh.gov/consumer/security-breaches/documents/salter-labs-20180831.pdf,"August 31, 2018","Salter Labs, ",New Hampshire
2027,https://www.doj.nh.gov/consumer/security-breaches/documents/salvation-army-20180123.pdf,"January 23, 2018","Salvation Army of Augusta, ",New Hampshire
2028,https://www.doj.nh.gov/consumer/security-breaches/documents/samela-20151008.pdf,"October 08, 2015","Samela, Inc dba NorthShore Care Supply, ",New Hampshire
2029,https://www.doj.nh.gov/consumer/security-breaches/documents/san-antonio-shoemakers-20160719.pdf,"July 19, 2016","San Antonio Shoemakers, Inc., ",New Hampshire
2030,https://www.doj.nh.gov/consumer/security-breaches/documents/sanctuary-clothing-20160503.pdf,"May 03, 2016","Sanctuary Clothing, LLC, ",New Hampshire
2031,https://www.doj.nh.gov/consumer/security-breaches/documents/sandiegofit-20100910.pdf,"September 10, 2010","SanDiegoFit.com, ",New Hampshire
2032,https://www.doj.nh.gov/consumer/security-breaches/documents/san-diego-hardware-20181205.pdf,"December 05, 2018","San Diego Hardware, ",New Hampshire
2033,https://www.doj.nh.gov/consumer/security-breaches/documents/sandler-travis-20160613.pdf,"June 13, 2016","Sandler & Travis Trade Advisory Services, LLC, ",New Hampshire
2034,https://www.doj.nh.gov/consumer/security-breaches/documents/san-francisco-embassy-20140205.pdf,"February 05, 2014","San Francisco Embassy Suites, ",New Hampshire
2035,https://www.doj.nh.gov/consumer/security-breaches/documents/sandman-santa-rosa-20170721.pdf,"July 21, 2017","Sandman Santa Rosa, The, ",New Hampshire
2036,https://www.doj.nh.gov/consumer/security-breaches/documents/sands-casino-resort-20140228.pdf,"February 28, 2014","Sands Casino Resort Bethlehem, ",New Hampshire
2037,https://www.doj.nh.gov/consumer/security-breaches/documents/sanibel-captive-trust-20180910.pdf,"September 10, 2018","Sanibel Captive Trust Company, ",New Hampshire
2038,https://www.doj.nh.gov/consumer/security-breaches/documents/santa-cruz-20180330.pdf,"March 30, 2018","Santa Cruz Biotechnology, Inc., ",New Hampshire
2039,https://www.doj.nh.gov/consumer/security-breaches/documents/santa-cruz-20180222.pdf,"February 22, 2018","Santa Cruz Biotechnology, Inc., ",New Hampshire
2040,https://www.doj.nh.gov/consumer/security-breaches/documents/santander-20170619.pdf,"June 19, 2017","Santander, ",New Hampshire
2041,https://www.doj.nh.gov/consumer/security-breaches/documents/santander-20160801.pdf,"August 01, 2016","Santander, ",New Hampshire
2042,https://www.doj.nh.gov/consumer/security-breaches/documents/santander-20150519.pdf,"May 19, 2015","Santander, ",New Hampshire
2043,https://www.doj.nh.gov/consumer/security-breaches/documents/santander-20150618.pdf,"June 18, 2015","Santander, ",New Hampshire
2044,https://www.doj.nh.gov/consumer/security-breaches/documents/santander-20150708.pdf,"July 08, 2015","Santander, ",New Hampshire
2045,https://www.doj.nh.gov/consumer/security-breaches/documents/santander-20150805.pdf,"August 05, 2015","Santander, ",New Hampshire
2046,https://www.doj.nh.gov/consumer/security-breaches/documents/santander-20151007.pdf,"October 07, 2015","Santander, ",New Hampshire
2047,https://www.doj.nh.gov/consumer/security-breaches/documents/santander-20151102.pdf,"November 02, 2015","Santander, ",New Hampshire
2048,https://www.doj.nh.gov/consumer/security-breaches/documents/santa-rosa-consulting-20160613.pdf,"June 13, 2016","Santa Rosa Consulting, ",New Hampshire
2049,https://www.doj.nh.gov/consumer/security-breaches/documents/santoro-cpa-20160927.pdf,"September 27, 2016","Santoro CPA and SimpleBooks Corp., ",New Hampshire
2050,https://www.doj.nh.gov/consumer/security-breaches/documents/saris-cycling-20180108.pdf,"January 08, 2018","Saris Cycling Group, ",New Hampshire
2051,https://www.doj.nh.gov/consumer/security-breaches/documents/sarnova-20170331.pdf,"March 31, 2017","Sarnova, Inc., ",New Hampshire
2052,https://www.doj.nh.gov/consumer/security-breaches/documents/sas-safety-20151224.pdf,"December 24, 2015","SAS Safety Corporation, ",New Hampshire
2053,https://www.doj.nh.gov/consumer/security-breaches/documents/sbe-ent-20170714.pdf,"July 14,, 2017","SBE ENT Holdings, LLC, ",New Hampshire
2054,https://www.doj.nh.gov/consumer/security-breaches/documents/scarborough-tweed-20071226.pdf,"October 26, 2007","Scarborough & Tweed, ",New Hampshire
2055,https://www.doj.nh.gov/consumer/security-breaches/documents/scentlok-20160927.pdf,"September 27, 2016","Scentlok Technologies, ",New Hampshire
2056,https://www.doj.nh.gov/consumer/security-breaches/documents/scentlok-20160920.pdf,"September 20, 2016","Scentlok Technologies, ",New Hampshire
2057,https://www.doj.nh.gov/consumer/security-breaches/documents/schiffhardin-20071223.pdf,"October 23, 2007","SchiffHardin LLP, ",New Hampshire
2058,https://www.doj.nh.gov/consumer/security-breaches/documents/schlage-lock-20151013.pdf,"October 13, 2015","Schlage Lock Company, ",New Hampshire
2059,https://www.doj.nh.gov/consumer/security-breaches/documents/schneider-20170726.pdf,"July 26, 2017","Schneider Company, Al J., ",New Hampshire
2060,https://www.doj.nh.gov/consumer/security-breaches/documents/schneider-electric-20130206.pdf,"February 06, 2013","Schneider Electric, ",New Hampshire
2061,https://www.doj.nh.gov/consumer/security-breaches/documents/scholar-chip-20170131.pdf,"January 01, 2017","Scholar Chip, ",New Hampshire
2062,https://www.doj.nh.gov/consumer/security-breaches/documents/schurman-fine-papers-20170321.pdf,"March 21, 2017","Schurman Fine Papers, ",New Hampshire
2063,https://www.doj.nh.gov/consumer/security-breaches/documents/schwans-home-service-20160804.pdf,"August 04, 2016","Schwan's Home Service, Inc., ",New Hampshire
2064,https://www.doj.nh.gov/consumer/security-breaches/documents/scient-credit-union-20150721.pdf,"July 21, 2015","Scient Federal Credit Union, ",New Hampshire
2065,https://www.doj.nh.gov/consumer/security-breaches/documents/scotts-20131028.pdf,,13,New Hampshire
2066,https://www.doj.nh.gov/consumer/security-breaches/documents/scottrade-financial-20150925.pdf,"September 25, 2015","Scottrade Financial Services, ",New Hampshire
2067,https://www.doj.nh.gov/consumer/security-breaches/documents/scotts-20131028.pdf,,"Scotts Company LLC, The, October 28, 20",New Hampshire
2068,https://www.doj.nh.gov/consumer/security-breaches/documents/scrapbook-20181022.pdf,"October 22, 2018","Scrapbook.com, ",New Hampshire
2069,https://www.doj.nh.gov/consumer/security-breaches/documents/scripps-college-20120710.pdf,"July 10, 2012","Scripps College, ",New Hampshire
2070,https://www.doj.nh.gov/consumer/security-breaches/documents/sd-associates-20160602.pdf,"June 02, 2016","SD Associates P.C., ",New Hampshire
2071,https://www.doj.nh.gov/consumer/security-breaches/documents/seacoast-radiology-20110110.pdf,"January 10, 2011","Seacoast Radiology, ",New Hampshire
2072,https://www.doj.nh.gov/consumer/security-breaches/documents/seagate-20160309.pdf,"March 09, 2016","Seagate US LLC, ",New Hampshire
2073,https://www.doj.nh.gov/consumer/security-breaches/documents/searay-20091105.pdf,"November 05, 2009","SeaRay, ",New Hampshire
2074,https://www.doj.nh.gov/consumer/security-breaches/documents/sears-20180424.pdf,"April 24, 2018","Sears Holdings, ",New Hampshire
2075,https://www.doj.nh.gov/consumer/security-breaches/documents/seattle-university-20140717.pdf,"July 17, 2014","Seattle University, ",New Hampshire
2076,https://www.doj.nh.gov/consumer/security-breaches/documents/seattle-university-20140415.pdf,"April 15, 2014","Seattle University, ",New Hampshire
2077,https://www.doj.nh.gov/consumer/security-breaches/documents/securitas-security-20070530pdf.pdf,"May 30, 2007","Securitas Security Services, ",New Hampshire
2078,https://www.doj.nh.gov/consumer/security-breaches/documents/securities-america-20170901.pdf,"September 01, 2017","Securities America, ",New Hampshire
2079,https://www.doj.nh.gov/consumer/security-breaches/documents/securus-technologies-20180608.pdf,"June 08, 2018","Securus Technologies, Inc., ",New Hampshire
2080,https://www.doj.nh.gov/consumer/security-breaches/documents/sedgwick-claims-20130506.pdf,"May 06, 2013","Sedgwick Claims Management Services, Inc., ",New Hampshire
2081,https://www.doj.nh.gov/consumer/security-breaches/documents/impairment-sedgwick-20120320.pdf,"March 20, 2012","Sedgwick Claims Management Services, Inc./Impairment Resources, ",New Hampshire
2082,https://www.doj.nh.gov/consumer/security-breaches/documents/seibels-bruce-20081222.pdf,"December 22, 2008","Seibels Bruce Group, ",New Hampshire
2083,https://www.doj.nh.gov/consumer/security-breaches/documents/seiu-local-32bj-20180525.pdf,"May 25, 2018","SEIU Local 32BJ, ",New Hampshire
2084,https://www.doj.nh.gov/consumer/security-breaches/documents/sekisui-20180426.pdf,"April 26, 2018","Sekisui Diagnostics, ",New Hampshire
2085,https://www.doj.nh.gov/consumer/security-breaches/documents/self-loan-20140919.pdf,"September 19, 2014","SELF Loan, ",New Hampshire
2086,https://www.doj.nh.gov/consumer/security-breaches/documents/self-regional-healthcare-20140725.pdf,"July 25, 2014","Self Regional Healthcare, ",New Hampshire
2087,https://www.doj.nh.gov/consumer/security-breaches/documents/melissa-selke-20161212.pdf,"December 12, 2015","Selke, Dr. Melissa D., ",New Hampshire
2088,https://www.doj.nh.gov/consumer/security-breaches/documents/sensata-technologies-20180130.pdf,"January 30, 2019","Sensata Technologies,  ",New Hampshire
2089,https://www.doj.nh.gov/consumer/security-breaches/documents/sentinel-hotel-20161104.pdf,"November 04, 2016","Sentinal Hotel, ",New Hampshire
2090,https://www.doj.nh.gov/consumer/security-breaches/documents/service-systems-20151013.pdf,"October 13, 2015","Service Systems Associates Inc., ",New Hampshire
2091,https://www.doj.nh.gov/consumer/security-breaches/documents/seven-hills-foundation-20160415.pdf,"April 15, 2016","Seven Hills Foundation, Inc., ",New Hampshire
2092,https://www.doj.nh.gov/consumer/security-breaches/documents/seventh-day-adventist-20090107.pdf,"January 07, 2009","Seventh-Day Adventist Church, ",New Hampshire
2093,https://www.doj.nh.gov/consumer/security-breaches/documents/sev-one-20160314.pdf,"March 14, 2016","SevOne, ",New Hampshire
2094,https://www.doj.nh.gov/consumer/security-breaches/documents/shamrock-financial-20171208.pdf,"December 08, 2017","Shamrock Financial Corporation, ",New Hampshire
2095,https://www.doj.nh.gov/consumer/security-breaches/documents/shaws-salem-20070511.pdf,"May 11, 2007","Shaw's Supermarket Inc., Salem NH, ",New Hampshire
2096,https://www.doj.nh.gov/consumer/security-breaches/documents/shein-20180921.pdf,"September 21, 2018","SHEIN, ",New Hampshire
2097,https://www.doj.nh.gov/consumer/security-breaches/documents/shell-vacations-club-20150317.pdf,"March 17, 2015","Shell Vacations Club, ",New Hampshire
2098,https://www.doj.nh.gov/consumer/security-breaches/documents/shock-doctor-20170501.pdf,"May 01, 2017","Shock Doctor, ",New Hampshire
2099,https://www.doj.nh.gov/consumer/security-breaches/documents/shoe-station-20170808.pdf,"August 08, 2017","Shoe Station, Inc., ",New Hampshire
2100,https://www.doj.nh.gov/consumer/security-breaches/documents/shoes-west-20160527.pdf,"May 27, 2016","Shoes West Distribution Inc., ",New Hampshire
2101,https://www.doj.nh.gov/consumer/security-breaches/documents/shoppe-designs-20160815.pdf,"August 15, 2016","Shoppe Designs, The, ",New Hampshire
2102,https://www.doj.nh.gov/consumer/security-breaches/documents/shopper-approved-20181022.pdf,"October 22, 2018","Shopper Approved, ",New Hampshire
2103,https://www.doj.nh.gov/consumer/security-breaches/documents/shoplet-20130402.pdf,"April 02, 2013","Shoplet.com, ",New Hampshire
2104,https://www.doj.nh.gov/consumer/security-breaches/documents/shoppopdisplays-20180611.pdf,"June 11, 2018","shopPOPdisplays, Inc., ",New Hampshire
2105,https://www.doj.nh.gov/consumer/security-breaches/documents/shop-rite-20171027.pdf,"October 30, 2017","Shop-Rite Supermarkets, Inc., ",New Hampshire
2106,https://www.doj.nh.gov/consumer/security-breaches/documents/shorewood.-towers-20070307pdf.pdf,"March 07, 2007","Shorewood and Towers Perrin, ",New Hampshire
